,userName,score,at,content,clean_teks,polarity_score,polarity
50,Avelya Maharani Purnama,1,2023-11-19T10:14:01.000,"Terus terang Cap Cut kualitasnya sangat menurun. Setiap mau edit selalu macet² dgn notifikasi ""Cap Cut tidak menanggapi"" padahal saya butuh untuk edit vidio penting. Jika pembaruan apk justru memperbukuk kualitas, lebih baik kembalikan ke setelan pabrik pertama kali. Jangan mengecewakan pengguna setia anda. Semoga masukan ini menjadi perhatian khusus untuk memperbaiki kualitas apk ini (termasuk kendala bug) kedepannya. Terimakasih.","terang,kualitas,sangat,turun,mau,tidak,tanggap,saya,butuh,penting,aplikasi,kualitas,lebih,baik,jangan,guna,setia,anda,moga,jadi,baik,kualitas,aplikasi,terima kasih",15,positive
51,ANDRI RUSADI,5,2023-11-07T00:51:15.000,"Saran dan Masukan nih min, Jangan pakai pro atau langganan lah, pakek iklan aja (1 komponen pro = 1 Iklan durasi maks. 10 detik) jadi semakin banyak komponen di pakai semakin banyak iklan tapi pas di akhir sebelum ke penyimpanan galeri masuknya.","saran,jangan,langgan,saja,maksimal,jadi,makin,banyak,makin,banyak,pas,simpan",12,positive
52,Eni Prastadi,5,2023-11-16T18:44:08.000,Suka banget dengan Aplikasi ini sangat membantu untuk Edit Video Tutorial... dengan banyak sekali Efek yg bisa di gunakan....terus tingkatkan lagi menjadi lebih baik.... semoga makin berjaya Terimakasih Capcut,"suka,aplikasi,sangat,bantu,banyak,sekali,efek,yang,tingkat,lagi,jadi,lebih,baik,moga,makin,jaya,terima kasih",20,positive
53,Eggy RDN,1,2023-09-11T18:28:12.000,"Saya pengguna setia CapCut, Sumpah Demi Allah ngeleg & delay parah sekarang, Baru juga memulai Project udah bener-bener ketinggalan, pasang Teks jadi ga sesuai, Transisi Lambat, pokoknya Roll Videonya ga mulus, seberat itu kah? Memory penyimpanan saya juga masih cukup besar. Dan satu lagi, efek zoom lensa kenapa di tiadakan?","saya,guna,setia,sumpah,allah,delay,parah,mulai,sudah,tinggal,pasang,teks,jadi,tidak,sesuai,lambat,pokok,tidak,mulus,itu,simpan,saya,cukup,besar,satu,lagi,efek,tiada",-3,negative
54,Cei cici,3,2023-11-15T18:59:12.000,"Bingung sama ni apk..kayak aneh aja gitu, kadang album favorit yang biasanya buat ku simpan beberapa template tiba tiba ilang gitu aja.. terus gimana bisa liat templatenya kalo penyimpanan template favoritnya ga ada","sama,aneh,saja,kadang,album,yang,biasa,buat,simpan,hilang,saja,lihat,kalau,simpan,tidak,ada",3,positive
55,Swarna Uchiha,1,2023-10-28T18:55:24.000,Awalnya memang aku suka dengan aplikasi ini tapi sekarang ada bug yang benar-benar meresahkan yaitu pada saat kita import video yang besar memang data capcut jadi besar tetapi waktu hapus video di capcut kenapa datanya masih besar nggak berubah sama sekali? Itu buat memori hpku cepat penuh. Tolong dong atasi bugnya itu,"awal,memang,aku,suka,aplikasi,ada,yang,resah,pada,import,yang,besar,memang,data,jadi,besar,hapus,data,besar,tidak,sama,sekali,itu,buat,cepat,tolong,atas,itu",-6,negative
56,Umaru Mikazukii,1,2023-11-24T22:36:52.000,"Apasih capcut makin kesini makin gajelas aja orang mau buat vidio malah tiba tiba jadi gelap layar nya, terus juga mau nambahin teks malah ga bisa, mau buka template juga harus nunggu lama padahal sinyal nya bagus. Tolong yah segera di perbaiki !","makin,makin,saja,mau,buat,jadi,gelap,mau,teks,tidak,mau,buka,harus,nunggu,lama,bagus,tolong,segera,baik",7,positive
57,Fathan Maulana,5,2023-09-26T18:28:22.000,"Mohon untuk lebih di optimalkan. Terkadang frame masih drop, loading kompresi video masih kurang cepat (untuk video berdurasi 20-30 menit). Selebihnya mantap, keep it up ! (Aplikasi saingan sebelah nih boleh juga 🗿) 😂","mohon,lebih,terkadang,drop,kurang,cepat,lebih,mantap,aplikasi,belah,boleh",2,positive
58,Hertha Debi,1,2023-10-30T19:50:34.000,Sejak update an 9.6.1 (28 Oktober 2023) banyak terjadi error dan bug. 1. Bug pakai template loading muter terus. Gak jalan memuat 0% terus. 2. Error tidak bisa ekspor template. Tidak bisa memilih resolusi dan disimpan di galeri. 3. Sering loading lama padahal sinyal bagus. Setelah update-an baru sama aja tidak ada hasil dengan keluhan di atas. Mohon diperbaiki🙏,"terbaru,banyak,jadi,error,error,tidak,tidak,pilih,resolusi,simpan,sering,lama,bagus,sama,saja,tidak,ada,hasil,atas,mohon,baik",-10,negative
59,Novia Nellyta,2,2023-10-16T19:03:43.000,"Hasil video yang saya buat crash dan layar berkedip, padahal saat play di apk capcutnya video baik² saja, tetapi saat lihat di galery hasil video berkedip dan sudah di save berkali² juga masih saja hasilnya berkedip.","hasil,yang,saya,buat,rusak,main,aplikasi,baik,saja,lihat,hasil,sudah,saja,hasil",6,positive
60,Rahmat Ginanjar,4,2023-10-13T18:00:09.000,"Sya ingin mmberikan pengalaman sya, tdinya mau coment ttang perihal unduh ruang versi seluler hmpir slalu tdk bsa, yg lbih dari 2gb ke atas, tpii gk taunya skrng tiba2 bsa gak tau knp, terima ksih,!! Mngkin saran satu lagii nya, yg kurng mnurut sya, akan lebih baiknya Capcut versi seluler nya ini bisa versi landscape/bisa di rotate, shingga akan lbih mmudahkan & menyempurnakan Capcut itu sendiri, dan untuk tata letaknya bsa di sesuaikan sja & tentunya biar tdk pegal intinya sih itu, terima kasih","alam,mau,ruang,tidak,yang,lebih,dari,atas,tidak,tahu,tahu,terima,kasih,saran,satu,lagi,yang,kurang,menurut,lebih,baik,lebih,sempurna,itu,sendiri,tata,sesuai,tentu,tidak,itu,terima,kasih",-4,negative
61,haifa hasny,3,2023-09-18T13:17:21.000,Aplikasi nya sebelum di update bagus tetapi saat sudah di update menjadi lebih kaku dan kadang suka ngeleg kayak pas saya lagi ngedit video saya malah balik ke layar utama dan kadang saat lagi mempotong foto editan untuk menjadi video fotonya jadi lebih kecil tidak sesuai dengan yg saya inginkan yg sekarang jadi kaku banget kata saya lebih bagus yg dulu yg sekarang malah mempersulit saya mengedit video.,"aplikasi,terbaru,bagus,sudah,terbaru,jadi,lebih,kadang,suka,kayak,pas,saya,lagi,saya,balik,kadang,lagi,potong,foto,jadi,foto,jadi,lebih,kecil,tidak,sesuai,yang,saya,yang,jadi,kata,saya,lebih,bagus,yang,yang,saya",-19,negative
62,Healing Positif,2,2023-11-04T05:25:26.000,"Kenapa sih auto captionnya gak mau muncul??????!!!!!! Padahal sinyal dah bagus,udah gue ulang berkali-kali juga tetep aja gak mau muncul,masa harus nulis manual 😭 ya kalau videonya pendek mah gak papa,lah kalau videonya panjang kan nulis manual,apa kagak keriting ini jari 😒 tolong dong diperbaiki lagi","mau,muncul,sudah,saya,saja,mau,harus,kalau,pendek,kalau,panjang,tidak,jari,tolong,baik,lagi",-7,negative
63,ibadi.musthofa Thofa,5,2023-09-27T17:00:43.000,"Capcut editor video. Aplikasi ini sangat baik dan lengkap. Gratis, mudah sekali digunakan. Bahkan seorang editor pemula. Menunya sangat lengkap. Untuk penambahan suara kalau bisa ditambah suara yg sama dg suara google. Terimakasih.","aplikasi,sangat,baik,lengkap,gratis,mudah,sekali,guna,mula,sangat,lengkap,tambah,suara,kalau,tambah,suara,yang,sama,suara,terima kasih",28,positive
64,Serly Wulan Dari,3,2023-10-08T11:06:34.000,"Setelah di update, kenapa susah mau menambahkan foto di template nya sih, sama di bagian template offline nya biasanya juga klu gk di hidupin datanya juga cepet memuat fotonya. Tolonglah pihak capcut ni di benerin, kmrn2 juga sblm di update mau memuat template nya payah banget.","terbaru,susah,mau,tambah,foto,sama,bagi,biasa,tidak,data,cepat,foto,tolong,pihak,terbaru,mau",21,positive
65,Zul Fadli,5,2023-10-28T03:57:32.000,"Keren dan patut di acuhi jempol ngedit jadi lebih mudah tanpa harus mengunakan aplikasi yang ribet yang jauh lebih susah, tapi setelah ada nya capcut edit foto vidio jadi lebih mudah apa lagi di tambah dengan kerja sama dengan tik tok yang bikin editnya tambah gampang dan lebih mudah di mengerti✅","patut,jempol,jadi,lebih,mudah,harus,aplikasi,yang,ribet,yang,jauh,lebih,susah,ada,foto,jadi,lebih,mudah,apa,lagi,tambah,sama,yang,tambah,gampang,lebih,mudah,erti",5,positive
66,Elisa Ratna,3,2023-11-03T19:31:59.000,"Dulu aplikasi ini sangat membantu tapi entah mengapa setelah diperbarui malah jadi semakin aneh , kadang audionya nda ada , sekarang susah jg buat gnti foto, semoga ulasan ini bisa membantu capcut buat membenahi kedepannya terimaksih","aplikasi,sangat,bantu,entah,jadi,makin,aneh,kadang,tidak,ada,susah,buat,foto,moga,bantu,buat,terimaksih",18,positive
67,M. Alamsyah A.B (Alamsyah),3,2023-09-28T16:18:15.000,"aneh, mau edit video sm foto pas liburan eh pas buka cc fotonya malah ilang, padahal di galeri ada foto sama videonya. cuma itu problemnya dan untuk efek, filter video itu smua udah bagus, cuma itu tadi, mau ngedit foto video malah gaada gambarnya, padahal ada di galeri. tolong banget ya inimah dev nya, sory baru bisa segini bintangnya, krna emg segini kualitasnya.","aneh,mau,foto,pas,libur,pas,buka,foto,hilang,ada,foto,sama,cuma,itu,masalah,efek,itu,semua,sudah,bagus,cuma,itu,mau,foto,gambar,ada,tolong,maaf,karena,emg,kualitas",43,positive
68,Anita Lia,3,2023-11-08T20:27:06.000,Aku kasi rate 3 ya soalnya ada beberapa keluhan yang harus aku sampaikan 1. Jika jaringan lemah maka video klip akan lag/bug 2. Video berakurasi tinggi akan lag jika data tidak sesuai 3. Kalo masuk capcut harus nunggu 10 menit 4. Kalo pas ekspor tamplate terus buka² apk lain suka bgt lag 5. Saat menggunakan Tamplate JJ pas di liat Tamplate nya durasi nya cepet tapi pas di gunakan malah durasi nya kelamaan 6. Kalo loading suka bgt gagal padahal jaringan kuat Tolong di perbaiki lagi ya,"aku,kasih,nilai,soal,ada,yang,harus,aku,sampai,jaringan,lemah,tinggi,data,tidak,sesuai,kalau,harus,nunggu,kalau,pas,buka,aplikasi,lain,suka,guna,pas,lihat,cepat,pas,guna,lama,kalau,suka,gagal,jaringan,kuat,tolong,baik,lagi",18,positive
69,Wardhani Croft,2,2023-11-13T07:47:47.000,"Capcut ini sebenernya sudah banyak membantu tapi amat disayangkan. Gambar dan tulisan jadi tidak jelas serta kapasitas hasil videonya semakin besar. Padahal dulu, sudah sempurna hasilnya. Makin kesini makin berkurang bagusnya. Mohon maaf ya.. Saran aja.. diperbaiki lagi. Ini bukan karna sinyal atau kuota atau hp nya jadul, tapi memang kualitas aplikasi nya menurun. Boleh tanya. Mengapa pada saat di share di whatshapp tulisan dan gambarnya jadi kabur? Bagaimana cara mengatasinya?","sebenarnya,sudah,banyak,bantu,amat,sayang,gambar,jadi,tidak,jelas,serta,kapasitas,hasil,makin,besar,sudah,sempurna,hasil,makin,makin,kurang,bagus,mohon,maaf,saran,saja,baik,lagi,bukan,karena,kuota,memang,kualitas,aplikasi,turun,boleh,tanya,pada,gambar,jadi,kabur,atas",43,positive
70,Qaireen Qaisara,5,2023-10-26T19:51:13.000,"Bagus, intinya bagus, tapi sering bug dan lemot pas lagi ekspor, padahal jaringan lancar bgt, dan juga pas udah mau selesai malah error apk nya, padahal HP baik² aja trus wifi bagus, lumayan, saya tetap kasih bintang 5,tolong di upgrade!","bagus,bagus,sering,lot,pas,lagi,jaringan,lancar,pas,sudah,mau,selesai,error,aplikasi,baik,saja,bagus,lumayan,saya,tetap,kasih,tolong",16,positive
71,BANG ZANS,2,2023-09-20T23:02:00.000,"Tolong video setelah di ekspor apapun kualitas videonya, hasilnya beberapa bagian video ada glitch nya, itu terjadi di banyak proyek video saya, tolong segera di perbaiki, device yang saya pakai xiaomi pad 6","tolong,apa,kualitas,hasil,bagi,ada,itu,jadi,banyak,saya,tolong,segera,baik,yang,saya",3,positive
72,gabriel ardiyanti fitria yuwono,5,2023-12-02T13:26:18.000,"Aplikasinya sangat menarik bagus dan seru saya bisa mengedit vidio dengan baik disini juga ada tutorial,pilihan yang mungkin cocok untuk ini saya suka sekali dengan apk yang begitu bagus menarik seru saya sangat rekomendasi apk ini lancar memainkan nya saya diberikan arahan petunjuk bisa mencari lagu atau tamplate yang menarik terimakasih atas update terbaru dari cap cut sangat seru memainkannya sampai lupa makan sudah itu saja terimakasih maap kalo kepanjangan🙏🏻🙇🏻‍♀️","aplikasi,sangat,tarik,bagus,seru,saya,baik,ada,yang,mungkin,cocok,saya,suka,sekali,aplikasi,yang,bagus,tarik,seru,saya,sangat,aplikasi,lancar,main,saya,beri,arah,cari,lagu,yang,tarik,terima kasih,atas,terbaru,dari,sangat,seru,main,sampai,lupa,makan,sudah,itu,saja,terima kasih,maap,kalau,panjang",24,positive
73,Ucup Walker,5,2023-12-02T11:30:28.000,Aplikasi oke banget untuk edit video tau pun foto sangat berguna untuk para konten kreator .. Apalagi di sambungkan ke tiktok sangat bagus cara mngedit nya,"aplikasi,oke,tahu,pun,foto,sangat,guna,para,sambung,sangat,bagus",10,positive
74,Anne,1,2023-12-01T19:09:58.000,Saya sudah mengedit satu video dan terpencet satu efek capcut pro dan tidak bisa sama sekali diekspor saya sudah komplain masalah ini ke pihak capcut tapi belum ditanggapi dan saya juga sudah mencari tutorial di YouTube juga masih tidak bisa jadi bagaimana cara mengatasinya?,"saya,sudah,satu,pencet,satu,efek,tidak,sama,sekali,saya,sudah,masalah,pihak,tanggap,saya,sudah,cari,tidak,jadi,atas",-11,negative
75,Arif,5,2023-09-14T09:02:23.000,"Sangat mudah dan membantu dalam proses editing, fiturnya pun lengkap. Meski ada beberapa yang harus bayar, tapi untuk yang gratisannya pun sudah cukup baik. Terimakasih, dan pertahankan untuk tetap bisa gratis 🙏","sangat,mudah,bantu,dalam,proses,pun,lengkap,meski,ada,yang,harus,bayar,yang,gratis,pun,sudah,cukup,baik,terima kasih,tahan,tetap,gratis",16,positive
76,Raihan Budi,1,2023-10-17T16:40:38.000,Tolong perbaiki apk nya......masa saya bikin video durasi 30dtk pas di expor malah berhenti di 25%. Saya tunggu sampe satu jam masih tetap 25%. Padahal kondisi wifi dan sinyal bagus..... tolong di perbaiki,"tolong,baik,aplikasi,saya,pas,henti,saya,tunggu,sampai,satu,tetap,bagus,tolong,baik",2,positive
77,Kanita Djangkarina,4,2023-09-17T09:16:54.000,"Aplikasi nya bagus banget dan keren bisa ngedit vidio-vidio yang bagus tapi di tambah dikit-dikit,sama capcut nya di perbaikin kadang saya mau ngedit vidio suka bug,atau suka keluar dari aplikasi nya sendiri,kadang udah di ekspor ga tersimpan di galeri harus ngulang lagi tolonglah yah capcut nya di perbaiki sedikit lagi,sama di tambah vitur-vitur yang agak bagus gitu ini pendapat dari saya mohon maaf kalu ada ketikan saya yang tidak pantes🙏🏻🙏🏻🙏🏻","aplikasi,bagus,yang,bagus,tambah,kadang,saya,mau,suka,suka,keluar,dari,aplikasi,sudah,tidak,simpan,harus,lagi,tolong,baik,sedikit,tambah,yang,bagus,dapat,dari,saya,mohon,maaf,ada,saya,yang,tidak,pantas",-25,negative
78,Cynfel Kost,4,2023-10-12T15:40:48.000,"Bgs bgttt , gk ada yang lag satupun vidio , pokoknya perfect banget CapCut 💓🌸 tapi tolong ya saya kalo pas ekspor vidio yang layar pertamanya malah hitam gelap 🙏 tolong diperbaikin , nah itu juga kadang kalo ngekspor templat jadi kayak gini loh , lagunya udh mulai , tapi templatnya belum tolong ya diperbaikin 2 nya , soalnya bikin gk terlalu bagus , jadi kayak kurang puas gitu sama hasil templatnya gitu .... 🙏","bagus,tidak,ada,yang,satu,pokok,tolong,saya,kalau,pas,yang,hitam,gelap,tolong,itu,kadang,kalau,jadi,kayak,lagu,mulai,tolong,soal,tidak,terlalu,bagus,jadi,kayak,kurang,puas,sama,hasil",-20,negative
79,Youtube : Glexy si Galaxy,5,2023-09-17T06:05:40.000,"Sy suka capcut! Capcut berguna untuk membuat jj, apalagi pas ngonten. Terimakasih capcut! Sudah membuat channel sy menjadi ramai😊 Tetapi perbaiki sedikit saja, yaitu lag! Waktu sy mengedit, tiba-tiba lag. Tapi sy suka kok, sy beri bintang 5. Semangat!","saya,suka,guna,buat,pas,terima kasih,sudah,buat,saya,jadi,ramai,baik,sedikit,saja,saya,saya,suka,saya,beri,semangat",11,positive
80,Mukhamad Rizky Rahmadani,3,2023-10-18T18:53:53.000,"Bagus banget sih ini aplikasi, bisa pakai beberapa template yang beragam dan juga bisa ngedit sendiri, tapi ada kekurangan saat ekspor video ke galeri videonya sedikit patah² saya coba lagi tetap sama, tolong diperbaiki ya 😄","bagus,aplikasi,yang,agam,sendiri,ada,kurang,sedikit,patah,saya,coba,lagi,tetap,sama,tolong,baik",-9,negative
81,Faris Maulidil,1,2023-12-01T22:26:36.000,"Hapus aja dari playstore, ga guna, wifi lancar apk dibuka malah ada tulisan ""tidak ada koneksi internet"" hapus aja ngapain buat aplikasi buang buang penyimpanan aja","hapus,saja,dari,tidak,guna,lancar,aplikasi,buka,ada,tidak,ada,koneksi,hapus,saja,buat,aplikasi,buang,buang,simpan,saja",-26,negative
82,Nikolaus Ekky,1,2023-10-25T18:12:22.000,"Setiap mau ketik di kolom search pasti selalu ""tidak dapat dimuat. Ketuk untuk mencoba lagi"" Padahal jaringan lancar. Jadi bikin nggak bisa utk cari konten dgn keyword yg kita mau","mau,pasti,tidak,dapat,coba,lagi,jaringan,lancar,jadi,tidak,cari,yang,mau",4,positive
83,Jeje R Remix,2,2023-11-22T00:58:42.000,"Bagus apk nya, cuman pas mau upload template, loading nya nge stuck di 58% abis itu, langsung di suruh coba lgi sampe beberapa kali saya coba lagi, tetep ajh GK bisa upload template, padahal jaringan ok, bagi saya sih, menyesal, tolong di perbaiki lgi kak.","bagus,aplikasi,pas,mau,habis,itu,langsung,suruh,coba,lagi,sampai,saya,coba,lagi,tidak,jaringan,ok,bagi,saya,sesal,tolong,baik,lagi",5,positive
84,LATIFA ZULAIHA,1,2023-11-09T12:45:25.000,"Kenapa di HP ku ga muncul fitur template video sih, aneh banget. Udah bolak-balik install-uninstall berharap fitur template video nya muncul, tetep aja ga muncul. Dah lah, capek.. uninstall permanen aja. GAK AKAN LAGI MAU INSTALL CAPCUT","tidak,muncul,aneh,sudah,harap,muncul,saja,tidak,muncul,sudah,capek,copot,permanen,saja,lagi,mau,pasang",14,positive
85,Mutia Hanny,5,2023-11-26T14:23:40.000,"Bagus bgt aplikasinya. Effectnya ituloh ama lainnya tuh bagus bgt klo udh ngerti cara ngedit yg bagus gtuloh. Dari dlu kgk ngerti caranya, tpi lama lama ngerti jga jd ngedit nya lbih bgus. Semoga nambah lebih banyak effect ama shakingnya atau feature keren yg lain. Yg paling aku suka tuh templatenya. Klo males ngedit bsa pke template bagus. 5 Bintang! Semoga lebih Lancar aplikasinya yaa 🙌👍","bagus,aplikasi,sama,lain,bagus,kalau,mengerti,yang,bagus,dari,kgk,mengerti,lama,lama,mengerti,jadi,lebih,bagus,moga,lebih,banyak,sama,yang,lain,yang,aku,suka,kalau,males,bagus,moga,lebih,lancar,aplikasi",-11,negative
86,SariSnack 04,4,2023-11-13T10:10:45.000,"Ini aplikasi bagus bgt si, kenapa gk otomatis proyek kebuka klo emailnya sama? Ngerjain dihp mau dikerjain di pc gabisa dibuka proyeknya, udah gitu beda hp, sama emailnya, proyek di hp satunya juga gk muncul jadi kan malesi bgt🙂..Sama satu lagi. Knp klo download di sever/hp yg berbeda, beda juga menu yg didapat? Maksudnya ketentuannya kayak mana? Klo memang harus diupdate ya kan tinggal diupdate, trus dpt fasilitasnya (tamplate tulisan) kan saya jadi bingung, lakok di hp ini, di hp satunya gk,","aplikasi,bagus,tidak,otomatis,buka,kalau,sama,mau,buka,sudah,beda,sama,satu,tidak,muncul,jadi,sama,satu,lagi,kalau,yang,beda,beda,yang,dapat,maksud,tentu,kayak,kalau,memang,harus,terbaru,tinggal,terbaru,dapat,fasilitas,saya,jadi,satu,tidak",7,positive
